//=============================================================================================================================================================================================================================================================================================================================================================
// Item - EX Legacy Season 6 Episode XIV
//=============================================================================================================================================================================================================================================================================================================================================================
0
//============================================================================================================================================================================================================================================================================================================================================================
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   DamageMin   DamageMax   AttackSpeed   Durability   MagicDurability   MagicDamageRate   ReqLevel   ReqStrength   ReqDexterity   ReqEnergy   ReqVitality   ReqLeadership   Type   DW      DK      FE      MG      DL      SU      RF
//============================================================================================================================================================================================================================================================================================================================================================
209      3      0       2       3        1            1            0          "Earth Dragon Knight Armor"          140     88        0              90           380        170           60             0           0             0               0      0       2       0       0       0       0       0
210      3      0       2       3        1            1            0          "Fire Venom Mist Armor"              146     57        0              86           380        44            15             0           0             0               0      2       0       0       0       0       0       0
211      3      0       2       3        1            1            0          "Water Venom Mist Armor"             146     57        0              86           380        44            15             0           0             0               0      2       0       0       0       0       0       0
212      3      0       2       3        1            1            0          "Wind Venom Mist Armor"              146     57        0              86           380        44            15             0           0             0               0      2       0       0       0       0       0       0
213      3      0       2       3        1            1            0          "Earth Venom Mist Armor"             146     57        0              86           380        44            15             0           0             0               0      2       0       0       0       0       0       0
214      3      0       2       3        1            1            0          "Fire Sylphid Ray Armor"             146     68        0              86           380        38            80             0           0             0               0      0       0       2       0       0       0       0
215      3      0       2       3        1            1            0          "Water Sylphid Ray Armor"            146     68        0              86           380        38            80             0           0             0               0      0       0       2       0       0       0       0
216      3      0       2       3        1            1            0          "Wind Sylphid Ray Armor"             146     68        0              86           380        38            80             0           0             0               0      0       0       2       0       0       0       0
217      3      0       2       3        1            1            0          "Earth Sylphid Ray Armor"            146     68        0              86           380        38            80             0           0             0               0      0       0       2       0       0       0       0
218      3      0       2       3        1            1            0          "Fire Volcano Armor"                 147     86        0              95           380        145           60             0           0             0               0      0       0       0       1       0       0       0
219      3      0       2       3        1            1            0          "Water Volcano Armor"                147     86        0              95           380        145           60             0           0             0               0      0       0       0       1       0       0       0
220      3      0       2       3        1            1            0          "Wind Volcano Armor"                 147     86        0              95           380        145           60             0           0             0               0      0       0       0       1       0       0       0
221      3      0       2       3        1            1            0          "Earth Volcano Armor"                147     86        0              95           380        145           60             0           0             0               0      0       0       0       1       0       0       0
222      3      0       2       3        1            1            0          "Fire Sunlight Armor"                147     64        0              82           380        62            16             0           0             0               0      0       0       0       0       1       0       0
223      3      0       2       3        1            1            0          "Water Sunlight Armor"               147     64        0              82           380        62            16             0           0             0               0      0       0       0       0       1       0       0
224      3      0       2       3        1            1            0          "Wind Sunlight Armor"                147     64        0              82           380        62            16             0           0             0               0      0       0       0       0       1       0       0
225      3      0       2       3        1            1            0          "Earth Sunlight Armor"               147     64        0              82           380        62            16             0           0             0               0      0       0       0       0       1       0       0
226      3      0       2       3        1            1            0          "Fire Storm Blitz Armor"             122     56        0              75           380        57            19             0           0             0               0      0       0       0       0       0       2       0
227      3      0       2       3        1            1            0          "Water Storm Blitz Armor"            122     56        0              75           380        57            19             0           0             0               0      0       0       0       0       0       2       0
228      3      0       2       3        1            1            0          "Wind Storm Blitz Armor"             122     56        0              75           380        57            19             0           0             0               0      0       0       0       0       0       2       0
229      3      0       2       3        1            1            0          "Earth Storm Blitz Armor"            122     56        0              75           380        57            19             0           0             0               0      0       0       0       0       0       2       0
230      3      0       2       3        1            1            0          "Fire Phoenix Soul Armor"            143     78        0              88           380        97            0              0           85            0               0      0       0       0       0       0       0       1
231      3      0       2       3        1            1            0          "Water Phoenix Soul Armor"           143     78        0              88           380        97            0              0           85            0               0      0       0       0       0       0       0       1
232      3      0       2       3        1            1            0          "Wind Phoenix Soul Armor"            143     78        0              88           380        97            0              0           85            0               0      0       0       0       0       0       0       1
233      3      0       2       3        1            1            0          "Earth Phoenix Soul Armor"           143     78        0              88           380        97            0              0           85            0               0      0       0       0       0       0       0       1
234      3      0       2       3        1            1            0          "Dark Dragon Knight Armor"           140     88        0              90           380        170           60             0           0             0               0      0       2       0       0       0       0       0
235      3      0       2       3        1            1            0          "Dark Venom Mist Armor"              146     57        0              86           380        44            15             0           0             0               0      2       0       0       0       0       0       0
236      3      0       2       3        1            1            0          "Dark Sylphid Ray Armor"             146     68        0              86           380        38            80             0           0             0               0      0       0       2       0       0       0       0
237      3      0       2       3        1            1            0          "Dark Volcano Armor"                 147     86        0              95           380        145           60             0           0             0               0      0       0       0       1       0       0       0
238      3      0       2       3        1            1            0          "Dark Sunlight Armor"                147     64        0              82           380        62            16             0           0             0               0      0       0       0       0       1       0       0
239      3      0       2       3        1            1            0          "Dark Storm Blitz Armor"             122     56        0              75           380        57            19             0           0             0               0      0       0       0       0       0       2       0
240      3      0       2       3        1            1            0          "Dark Phoenix Soul Armor"            143     78        0              88           380        97            0              0           86            0               0      0       0       0       0       0       0       1
end

9
//===========================================================================================================================================================================================================================================================================================================
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   Defense   MagicDef       Durability   ReqLevel   ReqStrength   ReqDexterity   ReqEnergy   ReqVitality   ReqLeadership   Type   DW      DK      FE      MG      DL      SU      RF
//===========================================================================================================================================================================================================================================================================================================
0        4      0       2       2        1            1            1          "Bronze Pants"                       15      10        0              34           0          80            20             0           0             0               4      0       1       0       1       1       0       0
1        4      0       2       2        1            1            1          "Dragon Pants"                       55      26        0              68           0          120           30             0           0             0               4      0       1       0       1       0       0       0
2        4      0       2       2        1            1            1          "Pad Pants"                          8       5         0              28           0          30            0              0           0             0               4      1       0       0       1       0       0       0
3        4      0       2       2        1            1            1          "Legendary Pants"                    53      20        0              42           0          40            0              0           0             0               4      1       0       0       1       0       0       0
4        4      0       2       2        1            1            1          "Bone Pants"                         20      10        0              30           0          40            0              0           0             0               4      1       0       0       1       0       0       0
5        4      0       2       2        1            1            1          "Leather Pants"                      8       7         0              30           0          80            0              0           0             0               4      0       1       0       1       1       0       0
6        4      0       2       2        1            1            1          "Scale Pants"                        25      14        0              40           0          110           0              0           0             0               4      0       1       0       1       1       0       1
7        4      0       2       2        1            1            1          "Sphinx Pants"                       34      15        0              36           0          40            0              0           0             0               4      1       0       0       1       0       0       0
8        4      0       2       2        1            1            1          "Brass Pants"                        35      18        0              44           0          100           30             0           0             0               4      0       1       0       1       0       0       1
9        4      0       2       2        1            1            1          "Plate Pants"                        45      22        0              50           0          130           0              0           0             0               4      0       1       0       1       0       0       1
10       4      0       2       2        1            1            1          "Vine Pants"                         8       6         0              22           0          30            60             0           0             0               4      0       0       1       0       0       0       0
11       4      0       2       2        1            1            1          "Silk Pants"                         18      10        0              26           0          30            70             0           0             0               4      0       0       1       0       0       0       0
12       4      0       2       2        1            1            1          "Wind Pants"                         30      14        0              32           0          30            80             0           0             0               4      0       0       1       0       0       0       0
13       4      0       2       2        1            1            1          "Spirit Pants"                       42      18        0              38           0          40            80             0           0             0               4      0       0       1       0       0       0       0
14       4      0       2       2        1            1            1          "Guardian Pants"                     54      25        0              45           0          40            80             0           0             0               4      0       0       1       0       0       0       0
15       4      0       2       2        1            1            1          "Storm Crow Pants"                   74      34        0              80           0          150           70             0           0             0               4      0       0       0       1       0       0       0
16       4      0       2       2        1            1            1          "Black Dragon Pants"                 84      40        0              74           0          170           60             0           0             0               4      0       1       0       0       0       0       0
17       4      0       2       2        1            1            1          "Dark Phoenix Pants"                 96      54        0              80           0          207           63             0           0             0               4      0       2       0       0       0       0       0
18       4      0       2       2        1            1            1          "Grand Soul Pants"                   86      30        0              67           0          59            20             0           0             0               4      2       0       0       0       0       0       0
19       4      0       2       2        1            1            1          "Divine Pants"                       88      39        0              74           0          50            110            0           0             0               4      0       0       2       0       0       0       0
20       4      0       2       2        1            1            1          "Thunder Hawk Pants"                 99      49        0              82           0          150           70             0           0             0               4      0       0       0       1       0       0       0
21       4      0       2       2        1            1            1          "Great Dragon Pants"                 113     65        0              86           0          200           58             0           0             0               4      0       2       0       0       0       0       0
22       4      0       2       2        1            1            1          "Dark Soul Pants"                    117     39        0              75           0          55            18             0           0             0               4      2       0       0       0       0       0       0
23       4      0       2       2        1            1            1          "Hurricane Pants"                    122     61        0              90           0          162           66             0           0             0               4      0       0       0       1       0       0       0
24       4      0       2       2        1            1            1          "Red Spirit Pants"                   100     48        0              80           0          52            115            0           0             0               4      0       0       2       0       0       0       0
25       4      0       2       2        1            1            1          "Light Plate Pants"                  50      21        0              42           0          70            20             0           0             0               4      0       0       0       0       1       0       0
26       4      0       2       2        1            1            1          "Adamantine Pants"                   70      26        0              56           0          77            21             0           0             0               4      0       0       0       0       1       0       0
27       4      0       2       2        1            1            1          "Dark Steel Pants"                   92      31        0              70           0          84            22             0           0             0               4      0       0       0       0       1       0       0
28       4      0       2       2        1            1            1          "Dark Master Pants"                  110     39        0              78           0          80            21             0           0             0               4      0       0       0       0       1       0       0
29       4      0       2       2        1            1            0          "Dragon Knight Pants"                134     78        0              90           380        170           60             0           0             0               0      0       2       0       0       0       0       0
30       4      0       2       2        1            1            0          "Venom Mist Pants"                   135     55        0              86           380        44            15             0           0             0               0      2       0       0       0       0       0       0
31       4      0       2       2        1            1            0          "Sylphid Ray Pants"                  135     61        0              86           380        38            80             0           0             0               0      0       0       2       0       0       0       0
32       4      0       2       2        1            1            0          "Volcano Pants"                      135     74        0              95           380        145           60             0           0             0               0      0       0       0       1       0       0       0
33       4      0       2       2        1            1            0          "Sunlight Pants"                     140     52        0              82           380        62            16             0           0             0               0      0       0       0       0       1       0       0
34       4      0       2       2        1            1            1          "Ashcrow Pants"                      69      33        0              72           0          160           50             0           0             0               4      0       1       0       0       0       0       0
35       4      0       2       2        1            1            1          "Eclipse Pants"                      69      25        0              54           0          53            12             0           0             0               4      1       0       0       0       0       0       0
36       4      0       2       2        1            1            1          "Iris Pants"                         69      32        0              59           0          50            70             0           0             0               4      0       0       1       0       0       0       0
37       4      0       2       2        1            1            1          "Valiant Pants"                      101     41        0              81           0          155           50             0           0             0               4      0       0       0       1       0       0       0
38       4      0       2       2        1            1            1          "Glorious Pants"                     101     35        0              74           0          80            21             0           0             0               4      0       0       0       0       1       0       0
39       4      0       2       2        1            1            1          "Violent Wind Pants"                 30      16        0              36           0          36            0              0           0             0               4      0       0       0       0       0       1       0
40       4      0       2       2        1            1            1          "Red Wing Pants"                     53      22        0              42           0          35            7              0           0             0               4      0       0       0       0       0       1       0
41       4      0       2       2        1            1            1          "Ancient Pants"                      72      28        0              54           0          49            16             0           0             0               4      0       0       0       0       0       1       0
42       4      0       2       2        1            1            1          "Demonic Pants"                      86      37        0              67           0          60            20             0           0             0               4      0       0       0       0       0       2       0
43       4      0       2       2        1            1            0          "Storm Blitz Pants"                  117     49        0              75           380        57            19             0           0             0               0      0       0       0       0       0       2       0
44       4      0       2       2        1            1            0          "Eternal Wing Pants"                 122     41        0              86           0          62            20             170         0             0               0      0       0       0       0       0       2       0
45       4      0       2       2        1            1            0          "Titan Pants"                        116     74        0              86           0          222           32             0           0             0               0      0       1       0       0       0       0       0
46       4      0       2       2        1            1            0          "Brave Pants"                        112     58        0              86           0          74            162            0           0             0               0      0       1       0       0       0       0       0
47       4      0       2       2        1            1            0          "Phantom  Pants"                     115     66        0              86           0          212           57             0           0             0               0      0       0       0       1       0       0       0
48       4      0       2       2        1            1            0          "Destroy Pants"                      113     51        0              86           0          62            19             165         0             0               0      0       0       0       1       0       0       0
49       4      0       2       2        1            1            0          "Seraphim Pants"                     116     53        0              86           0          55            197            0           0             0               0      0       0       1       0       0       0       0
50       4      0       2       2        1            1            0          "Divine Pants"                       109     46        0              86           0          32            29             138         0             0               0      0       0       1       0       0       0       0
51       4      0       2       2        1            1            0          "Royal Pants"                        116     46        0              86           0          105           38             0           0             0               0      0       0       0       0       1       0       0
52       4      0       2       2        1            1            0          "Hades Pants"                        114     44        0              86           0          60            15             181         0             0               0      1       0       0       0       0       0       0
53       4      0       2       2        1            1            0          "Queen pants"                        115     80        0              86           0          60            15             3           0             0               0      0       0       0       0       0       3       0
//--
59       4      0       2       2        1            1            1          "Sacred Fire Pants"                  62      33        0              52           0          85            0              0           75            0               4      0       0       0       0       0       0       1
60       4      0       2       2        1            1            1          "Storm Jahad Pants"                  78      41        0              68           0          100           0              0           90            0               4      0       0       0       0       0       0       1
61       4      0       2       2        1            1            1          "Piercing Groove Pants"              95      49        0              82           0          115           0              0           100           0               4      0       0       0       0       0       0       1
//--
62       4      0       2       2        1            1            0          "Scale Pants"                        25      18        0              255          10         0             0              0           0             0               4      0       1       0       1       1       0       1
63       4      0       2       2        1            1            0          "Silk Pants"                         18      13        0              255          10         0             0              0           0             0               4      0       0       1       0       0       0       0
64       4      0       2       2        1            1            0          "Sphinx Pants"                       34      19        0              255          10         0             0              0           0             0               4      1       0       0       1       0       0       0
65       4      0       2       2        1            1            0          "Violent Wind Pants"                 30      20        0              255          10         0             0              0           0             0               4      0       0       0       0       0       1       0
66       4      0       2       2        1            1            0          "Adamantine Pants"                   70      31        0              255          100        0             0              0           0             0               4      0       0       0       0       1       0       0
67       4      0       2       2        1            1            0          "Dragon Pants"                       55      28        0              255          100        0             0              0           0             0               4      0       1       0       0       0       0       0
68       4      0       2       2        1            1            0          "Guardian Pants"                     54      30        0              255          100        0             0              0           0             0               4      0       0       1       0       0       0       0
69       4      0       2       2        1            1            0          "Legendary Pants"                    53      25        0              255          100        0             0              0           0             0               4      1       0       0       0       0       0       0
70       4      0       2       2        1            1            0          "Red Wing Pants"                     53      26        0              255          100        0             0              0           0             0               4      0       0       0       0       0       1       0
71       4      0       2       2        1            1            0          "Storm Crow Pants"                   74      39        0              255          100        0             0              0           0             0               4      0       0       0       1       0       0       0
72       4      0       2       2        1            1            0          "Storm Jahad Pants"                  78      33        0              255          100        0             0              0           0             0               4      0       0       0       0       0       0       1
//--
73       4      0       2       2        1            1            0          "Phoenix Soul Pants"                 134     68        0              88           380        97            0              0           85            0               0      0       0       0       0       0       0       1

//===========================================================================================================================================================================================================================================================================================================
// Season 8
//===========================================================================================================================================================================================================================================================================================================
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   Defense   MagicDef       Durability   ReqLevel   ReqStrength   ReqDexterity   ReqEnergy   ReqVitality   ReqLeadership   Type   DW      DK      FE      MG      DL      SU      RF
//===========================================================================================================================================================================================================================================================================================================
54       4      0       2       2        1            1            0          "Lazy Wind Pants"                    145     75        0              90           0          67            151            0           0             0               0      0       3       0       0       0       0       0
55       4      0       2       2        1            1            0          "Dark Devil Pants"                   145     53        0              90           0          45            13             171         0             0               0      3       0       0       0       0       0       0
56       4      0       2       2        1            1            0          "Sticky Pants"                       145     62        0              90           0          48            180            0           0             0               0      0       0       3       0       0       0       0
57       4      0       2       2        1            1            0          "Hell Night Pants"                   145     75        0              90           0          194           52             0           0             0               0      0       0       0       3       0       0       0
58       4      0       2       2        1            1            0          "Ambition Pants"                     145     55        0              90           0          112           22             0           0             0               0      0       0       0       0       3       0       0
74       4      0       2       2        1            1            0          "Stormwing Pants"                    145     83        0              90           0          200           33             0           0             0               0      0       3       0       0       0       0       0
75       4      0       2       2        1            1            0          "Light Lord Pants"                   145     55        0              90           0          14            31             127         0             0               0      0       0       3       0       0       0       0
76       4      0       2       2        1            1            0          "Magic Knight Pants"                 145     60        0              90           0          48            17             142         0             0               0      0       0       0       3       0       0       0
77       4	0	2	2	 1	      1            0          "Bloody Dragon Pants"		   133	   68        0              88           0          97            0              0           85            0               0      0       0       0       0       0       0       1
91       4      0       2       2        1            1            0          "Succubus Pants"                     145     50        0              90           0          56            19             157         0             0               0      0       0       0       0       0       3       0

//===========================================================================================================================================================================================================================================================================================================
// Season X
//===========================================================================================================================================================================================================================================================================================================
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   Defense   MagicDef       Durability   ReqLevel   ReqStrength   ReqDexterity   ReqEnergy   ReqVitality   ReqLeadership   Type   DW      DK      FE      MG      DL      SU      RF
//===========================================================================================================================================================================================================================================================================================================
98       4      0       2       2        1            1            0          "Bloodangel Knight Pants"            150     75        0              100          0          157           45             0           0             0               4      0       3       0       0       0       0       0
99       4      0       2       2        1            1            0          "Bloodangel Wizard Pants"            150     49        0              100          0          44            14             0           0             0               4      3       0       0       0       0       0       0
100      4      0       2       2        1            1            0          "Bloodangel Elf Pants"               150     58        0              100          0          36            80             0           0             0               4      0       0       3       0       0       0       0
101      4      0       2       2        1            1            0          "Bloodangel Summoner Pants"          150     47        0              100          0          36            12             0           0             0               4      0       0       0       0       0       3       0
102      4      0       2       2        1            1            0          "Bloodangel Magic Pants"             150     71        0              100          0          136           56             0           0             0               4      0       0       0       3       0       0       0
103      4      0       2       2        1            1            0          "Bloodangel Lord Pants"              150     49        0              100          0          61            16             0           0             0               4      0       0       0       0       3       0       0
104      4      0       2       2        1            1            0          "Bloodangel Fighter Pants"           150     56        0              100          0          76            0              0           66            0               4      0       0       0       0       0       0       3

//===========================================================================================================================================================================================================================================================================================================
// Season XI
//===========================================================================================================================================================================================================================================================================================================
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   Defense   MagicDef       Durability   ReqLevel   ReqStrength   ReqDexterity   ReqEnergy   ReqVitality   ReqLeadership   Type   DW      DK      FE      MG      DL      SU      RF
//===========================================================================================================================================================================================================================================================================================================
138      4      0       2       2        1            1            0          "Darkangel Knight Pants"             150     100       0              100          0          157           45             0           0             0               4      0       3       0       0       0       0       0
139      4      0       2       2        1            1            0          "Darkangel Wizard Pants"             150     74        0              100          0          44            14             0           0             0               4      3       0       0       0       0       0       0
140      4      0       2       2        1            1            0          "Darkangel Elf Pants"                150     83        0              100          0          36            80             0           0             0               4      0       0       3       0       0       0       0
141      4      0       2       2        1            1            0          "Darkangel Summoner Pants"           150     72        0              100          0          36            12             0           0             0               4      0       0       0       0       0       3       0
142      4      0       2       2        1            1            0          "Darkangel Magic Pants"              150     96        0              100          0          136           56             0           0             0               4      0       0       0       3       0       0       0
143      4      0       2       2        1            1            0          "Darkangel Lord Pants"               150     74        0              100          0          61            16             0           0             0               4      0       0       0       0       3       0       0
144      4      0       2       2        1            1            0          "Darkangel Fighter Pants"            150     81        0              100          0          76            0              0           66            0               4      0       0       0       0       0       0       3
//--
146      4      0       2       2        1            1            0          "Tigris Pants"                       111     53        0              86           0          68            20             0           0             0               0      0       0       0       0       0       0       1
147      4      0       2       2        1            1            0          "Crimson Skull Pants"                143     62        0              90           0          73            21             0           0             0               0      0       0       0       0       0       0       3

//===========================================================================================================================================================================================================================================================================================================
// Season XII
//===========================================================================================================================================================================================================================================================================================================
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   Defense   MagicDef       Durability   ReqLevel   ReqStrength   ReqDexterity   ReqEnergy   ReqVitality   ReqLeadership   Type   DW      DK      FE      MG      DL      SU      RF
//===========================================================================================================================================================================================================================================================================================================
150      4      0       2       2        1            1            0          "Holyangel Knight Pants"             150     150       0              100          0          157           45             0           0             0               4      0       3       0       0       0       0       0
151      4      0       2       2        1            1            0          "Holyangel Wizard Pants"             150     124       0              100          0          44            14             0           0             0               4      3       0       0       0       0       0       0
152      4      0       2       2        1            1            0          "Holyangel Elf Pants"                150     133       0              100          0          36            80             0           0             0               4      0       0       3       0       0       0       0
153      4      0       2       2        1            1            0          "Holyangel Summoner Pants"           150     122       0              100          0          36            12             0           0             0               4      0       0       0       0       0       3       0
